Invoice #	Invoice Date	Invoice Type	Invoice Cancel Date	Status	Invoice Amount	Order #	Order Date	Account Name	Code	Account TIN#	Cash Customer Name	Contact First Name	Contact Last Name	Round Off Amount	Invoice Round Off Amount	Short Amount	Realized Amount	HMCGL Card No	Campaign	B2B Purchase Order #	B2B Order Type	Invoice Header Type	Created By	Inventory Location	Packaging & Forwarding Charges	Tax on Package & Forwarding	Type of Tax P&F	IRN#	IRN Status	Ack#	Ack Date	Credit Note# (Canc.>24h)	IRN# (Canc.>24h)	IRN Status (Canc.>24h)	Ack# (Canc.>24h)	Ack Date (Canc.>24h)
"30305BC26P60466"	"24/03/2026 02:34:44 PM"	"Credit"		"Open"	"Rs.467.80"	"30305-02-PSAO-0326-85060"	"24/03/2026 11:18:27 AM"	"K K AUTOMOBILES"	"30305-02-ARD-0516-37"	"09207311196"				"Rs.0.20"	"Rs.468.00"	"Rs.468.00"	"Rs.0.00"			"65104-03-PLPO-0226-84"	"STD"	"TAX INVOICE"	"30305P34"	"30305 MAIN WAREHOUSE50803AAM000S"		"0"		"d3c4dbfa0b29b3292a78b109a0291457018b00e56f9c91e0ffd90314a904aecc"	"ACT"	"142619848402463"	"24/03/2026 02:35:00 PM"					
"30305BC26P60465"	"24/03/2026 02:33:37 PM"	"Credit"		"Open"	"Rs.303.75"	"30305-02-PSAO-0326-84616"	"21/03/2026 03:23:37 PM"	"SRIRAM GOMTI AUTOMOBILES"	"30305-01-SSP-0415-3"	"09954200732"				"Rs.0.25"	"Rs.304.00"	"Rs.304.00"	"Rs.0.00"			"22484-01-PLPO-0326-469"	"STD"	"TAX INVOICE"	"30305P34"	"30305 MAIN WAREHOUSE50803AAM000S"		"0"		"07792cfe9c73176f89a196d88407a17d5fcaa9f6a912f55744e0d7946e2a785d"	"ACT"	"142619848392023"	"24/03/2026 02:34:00 PM"					
"30305BC26P60464"	"24/03/2026 02:21:36 PM"	"Credit"		"Open"	"Rs.4,734.55"	"30305-02-PSAO-0326-84325"	"20/03/2026 04:39:18 PM"	"SONA AUTO SALES"	"30305-02-SSP-0515-12"	"09507302798"				"Rs.0.45"	"Rs.4,735.00"	"Rs.4,735.00"	"Rs.0.00"			"22691-02-PLPO-0326-321"	"VOR"	"TAX INVOICE"	"30305P34"	"30305 MAIN WAREHOUSE50803AAM000S"		"0"		"95795e558c217bcdd03ce62fdbb136419c7b66be5955fad56fa910e4118ec9e9"	"ACT"	"142619848271410"	"24/03/2026 02:22:00 PM"					
"30305BC26P60463"	"24/03/2026 02:17:48 PM"	"Credit"		"Open"	"Rs.1,786.06"	"30305-02-PSAO-0326-83788"	"19/03/2026 12:19:47 PM"	"GOVIND AUTO SALES"	"30305-02-SSP-1222-3"					"(Rs.0.06)"	"Rs.1,786.00"	"Rs.1,786.00"	"Rs.0.00"			"23480-02-PLPO-0326-215"	"VOR"	"TAX INVOICE"	"30305P34"	"30305 MAIN WAREHOUSE50803AAM000S"		"0"		"56e75e96e12e14a3b6471de72260ef84681c03a0988c3c22424005be72f9f910"	"ACT"	"142619848233854"	"24/03/2026 02:18:00 PM"					
"30305BC26P60462"	"24/03/2026 02:17:01 PM"	"Credit"		"Open"	"Rs.200.67"	"30305-02-PSAO-0326-84947"	"23/03/2026 03:26:25 PM"	"PRASHANT KUMAR & COMPANY"	"30305-02-SSP-0415-7"	"09109205811"				"Rs.0.33"	"Rs.201.00"	"Rs.201.00"	"Rs.0.00"			"22342-02-PLPO-0326-538"	"VOR"	"TAX INVOICE"	"30305P34"	"30305 MAIN WAREHOUSE50803AAM000S"		"0"		"f311ea92d8e470037b178f2c1c788b41bec11bc78d8148f249c766c91c251ada"	"ACT"	"142619848225970"	"24/03/2026 02:17:00 PM"					
"30305BC26P60461"	"24/03/2026 02:16:15 PM"	"Credit"		"Open"	"Rs.380.46"	"30305-02-PSAO-0326-84948"	"23/03/2026 03:42:37 PM"	"SHRI HARI AUTOMOBILE"	"30305-02-SSP-0525-15"					"(Rs.0.46)"	"Rs.380.00"	"Rs.380.00"	"Rs.0.00"			"23920-02-PLPO-0326-396"	"VOR"	"TAX INVOICE"	"30305P34"	"30305 MAIN WAREHOUSE50803AAM000S"		"0"		"fe743860e34a168cd8a815d66782f654742ff4af358997bebd039c991501dc55"	"ACT"	"142619848218217"	"24/03/2026 02:16:00 PM"					
"30305BC26P60460"	"24/03/2026 02:15:36 PM"	"Credit"		"Open"	"Rs.1,571.77"	"30305-02-PSAO-0326-83809"	"19/03/2026 12:37:34 PM"	"MOSARAM BUSINESS & SERVICES PVT LTD"	"30305-02-DLR-0225-6"					"Rs.0.23"	"Rs.1,572.00"	"Rs.1,572.00"	"Rs.0.00"			"17011-03-PLPO-0326-497"	"VOR"	"TAX INVOICE"	"30305P34"	"30305 MAIN WAREHOUSE50803AAM000S"		"0"		"a3483ab8d7b858f53ff180a0d74c44fb9e5724226fcdd488d5a7d1bf6b5a8c96"	"ACT"	"142619848212055"	"24/03/2026 02:16:00 PM"					
"30305BC26P60459"	"24/03/2026 02:14:59 PM"	"Credit"		"Open"	"Rs.752.74"	"30305-02-PSAO-0326-83283"	"17/03/2026 07:56:45 PM"	"OM SRI MOTORS"	"30305-01-SSP-0415-7"	"09107301367"				"Rs.0.26"	"Rs.753.00"	"Rs.753.00"	"Rs.0.00"			"22755-02-PLPO-0326-366"	"VOR"	"TAX INVOICE"	"30305P34"	"30305 MAIN WAREHOUSE50803AAM000S"		"0"		"d23cd2deff10fc7ee6200c1680177a291b0ecff19cce1499a7fa91b82be79272"	"ACT"	"142619848206249"	"24/03/2026 02:15:00 PM"					
"30305BC26P60458"	"24/03/2026 02:14:24 PM"	"Credit"		"Open"	"Rs.1,171.33"	"30305-02-PSAO-0326-84943"	"23/03/2026 03:07:09 PM"	"ARSHI AUTOMOBILES"	"30305-02-SSP-0415-3"	"09107802171"				"(Rs.0.33)"	"Rs.1,171.00"	"Rs.1,171.00"	"Rs.0.00"			"22608-02-PLPO-0326-337"	"VOR"	"TAX INVOICE"	"30305P34"	"30305 MAIN WAREHOUSE50803AAM000S"		"0"		"3ce4c7c16d32d532ed545d076187bd60c1bd0f87e8a08e39a73c075bb59603f9"	"ACT"	"142619848201040"	"24/03/2026 02:14:00 PM"					
"30305BC26P60457"	"24/03/2026 02:14:01 PM"	"Credit"		"Open"	"Rs.45,200.46"	"30305-02-PSAO-0226-73590"	"07/02/2026 10:06:59 AM"	"SHRI RAM AUTO"	"30305-02-ARD-1219-5"					"(Rs.0.46)"	"Rs.45,200.00"	"Rs.45,200.00"	"Rs.0.00"			"66435-03-PLPO-0226-41"	"STD"	"TAX INVOICE"	"30305P34"	"30305 MAIN WAREHOUSE50803AAM000S"		"0"		"1d600a0f75bdd1c44a39df68d0f90eeeb38c03de82b0ae4e14b6e803705628a8"	"ACT"	"142619848200388"	"24/03/2026 02:14:00 PM"					
"30305BC26P60456"	"24/03/2026 02:12:23 PM"	"Credit"		"Open"	"Rs.221.14"	"30305-02-PSAO-0326-84764"	"23/03/2026 09:45:34 AM"	"M/S Patel Autoways"	"30305-01-ARD-0415-30"	"09907501871"				"(Rs.0.14)"	"Rs.221.00"	"Rs.221.00"	"Rs.0.00"			"61969-03-PLPO-0326-194"	"STD"	"TAX INVOICE"	"30305P34"	"30305 MAIN WAREHOUSE50803AAM000S"		"0"		"40dcc9968e973262102dab7a7fbb8de33d38870e96c8ce7fcf15d7d4996fcbf7"	"ACT"	"142619848181001"	"24/03/2026 02:12:00 PM"					
"30305BC26P60455"	"24/03/2026 02:11:22 PM"	"Credit"		"Open"	"Rs.467.80"	"30305-02-PSAO-0326-85059"	"24/03/2026 11:17:36 AM"	"RASAADNA MOTOS"	"30305-01-ARD-0415-4"	"09354005498"				"Rs.0.20"	"Rs.468.00"	"Rs.468.00"	"Rs.0.00"					"TAX INVOICE"	"30305P34"	"30305 MAIN WAREHOUSE50803AAM000S"		"0"		"661cf79208067a783bda8a157ec347e9a257928d013f35ee67b468a93b02eea4"	"ACT"	"142619848170458"	"24/03/2026 02:11:00 PM"					
"30305BC26P60454"	"24/03/2026 02:10:03 PM"	"Credit"		"Open"	"Rs.907.95"	"30305-02-PSAO-0326-85058"	"24/03/2026 11:16:57 AM"	"AYUSH AUTO SALES"	"30305-02-SSP-1222-5"					"Rs.0.05"	"Rs.908.00"	"Rs.908.00"	"Rs.0.00"					"TAX INVOICE"	"30305P34"	"30305 MAIN WAREHOUSE50803AAM000S"		"0"		"191989cfcd380d4d35ebc75c113f36e3906a9b21ff9013196786dda4e6499809"	"ACT"	"142619848156245"	"24/03/2026 02:10:00 PM"					
"30305BC26P60453"	"24/03/2026 02:08:36 PM"	"Credit"		"Open"	"Rs.3,260.37"	"30305-02-PSAO-0326-85055"	"24/03/2026 11:14:28 AM"	"JAISWAL MART"	"30305-01-SSP-0415-6"	"09707304221"				"(Rs.0.37)"	"Rs.3,260.00"	"Rs.3,260.00"	"Rs.0.00"			"21845-02-PLPO-0326-175"	"STD"	"TAX INVOICE"	"30305P34"	"30305 MAIN WAREHOUSE50803AAM000S"		"0"		"1559cd977721f2965c62a9901d0fe8385554a9454ac9f824d8326645b435513a"	"ACT"	"142619848144107"	"24/03/2026 02:09:00 PM"					
"30305BC26P60452"	"24/03/2026 01:44:59 PM"	"Credit"		"Open"	"Rs.19,255.05"	"30305-02-PSAO-0326-85114"	"24/03/2026 01:26:41 PM"	"BALAJI AUTOMOBILES"	"30305-02-ARD-1022-6"					"(Rs.0.05)"	"Rs.19,255.00"	"Rs.19,255.00"	"Rs.0.00"			"67575-03-PLPO-0326-220"	"ZGOI"	"TAX INVOICE"	"30305P31"	"30305 MAIN WAREHOUSE50803AAM000S"		"0"		"32fff65832dc41b59c9cb49412f71166b09c70faa38283a13b00e637ab573eba"	"ACT"	"142619847903150"	"24/03/2026 01:45:00 PM"					
"30305BC26P60451"	"24/03/2026 01:44:21 PM"	"Credit"		"Open"	"Rs.32,091.75"	"30305-02-PSAO-0326-85111"	"24/03/2026 01:26:30 PM"	"Navaid Automobiles"	"30305-02-ARD-1017-47"					"Rs.0.25"	"Rs.32,092.00"	"Rs.32,092.00"	"Rs.0.00"			"65600-03-PLPO-0326-311"	"ZGOI"	"TAX INVOICE"	"30305P31"	"30305 MAIN WAREHOUSE50803AAM000S"		"0"		"c8e589d5acb8bb6fac481a467d809c696179b531f3689bf35d488a40822f4f4e"	"ACT"	"142619847897293"	"24/03/2026 01:44:00 PM"					
"30305BC26P60450"	"24/03/2026 01:42:46 PM"	"Credit"		"Open"	"Rs.126,830.18"	"30305-02-PSAO-0326-85116"	"24/03/2026 01:26:46 PM"	"PRASHANT KUMAR & COMPANY"	"30305-02-SSP-0415-7"	"09109205811"				"(Rs.0.18)"	"Rs.126,830.00"	"Rs.126,830.00"	"Rs.0.00"			"22342-02-PLPO-0326-550"	"ZGOI"	"TAX INVOICE"	"30305P31"	"30305 MAIN WAREHOUSE50803AAM000S"		"0"		"b0a6fa79c20dfbb09afc835bc71115ad2d3a0bae125fd8a472ca73f9c700172e"	"ACT"	"142619847878988"	"24/03/2026 01:43:00 PM"					
"30305BC26P60449"	"24/03/2026 01:40:42 PM"	"Credit"		"Open"	"Rs.48,426.07"	"30305-02-PSAO-0326-85117"	"24/03/2026 01:26:51 PM"	"SHRI NARAIN AUTO"	"30305-01-DLR-0415-2"	"09754001022"				"(Rs.0.07)"	"Rs.48,426.00"	"Rs.48,426.00"	"Rs.0.00"			"11654-03-PLPO-0326-739"	"ZGOI"	"TAX INVOICE"	"30305P31"	"30305 MAIN WAREHOUSE50803AAM000S"		"0"		"9f44a0453043c943f53ea6f75a45ff98baaef8b20659989a584b62396e678107"	"ACT"	"142619847858221"	"24/03/2026 01:41:00 PM"					
"30305BC26P60448"	"24/03/2026 01:40:05 PM"	"Credit"		"Open"	"Rs.4,782.34"	"30305-02-PSAO-0326-83502"	"18/03/2026 01:15:43 PM"	"SAGAR AUTOMOBILES"	"30305-02-PD-0620-2"					"(Rs.0.34)"	"Rs.4,782.00"	"Rs.4,782.00"	"Rs.0.00"			"500311-02-PLPO-0326-862"	"STD"	"TAX INVOICE"	"30305P34"	"30305 MAIN WAREHOUSE50803AAM000S"		"0"		"9e81d50a19a61db5a447fbc550cf70ae221641e86dee6f57ad9244ec647d97c1"	"ACT"	"142619847851662"	"24/03/2026 01:40:00 PM"					
"30305BC26P60447"	"24/03/2026 01:39:28 PM"	"Credit"		"Open"	"Rs.8,647.51"	"30305-02-PSAO-0326-85109"	"24/03/2026 01:26:19 PM"	"SHRI BANKEY BIHARI AUTO PVT LTD"	"30305-01-DLR-0415-3"	"09607502146"				"Rs.0.49"	"Rs.8,648.00"	"Rs.8,648.00"	"Rs.0.00"			"10813-03-PLPO-0326-973"	"ZGOI"	"TAX INVOICE"	"30305P31"	"30305 MAIN WAREHOUSE50803AAM000S"		"0"		"9bf4476f145285cb23c30e0977649ffaeea7506ea9ed64deded32ebe0b694a95"	"ACT"	"142619847845689"	"24/03/2026 01:40:00 PM"					
"30305BC26P60446"	"24/03/2026 01:39:04 PM"	"Credit"		"Open"	"Rs.837.92"	"30305-02-PSAO-0326-85119"	"24/03/2026 01:38:09 PM"	"SAGAR AUTOMOBILES"	"30305-02-PD-0620-2"					"Rs.0.08"	"Rs.838.00"	"Rs.838.00"	"Rs.0.00"					"TAX INVOICE"	"30305P34"	"30305 MAIN WAREHOUSE50803AAM000S"		"0"		"199c7d8ce238521212b8845678d9aa7006b4835f6a90f3c75a823af37310cee6"	"ACT"	"142619847842840"	"24/03/2026 01:39:00 PM"					
"30305BC26P60445"	"24/03/2026 01:39:00 PM"	"Credit"		"Open"	"Rs.7,206.26"	"30305-02-PSAO-0326-85106"	"24/03/2026 01:23:11 PM"	"SHRI BANKEY BIHARI AUTO PVT LTD"	"30305-01-DLR-0415-3"	"09607502146"				"(Rs.0.26)"	"Rs.7,206.00"	"Rs.7,206.00"	"Rs.0.00"			"10813-03-PLPO-0326-974"	"ZHOI"	"TAX INVOICE"	"30305P31"	"30305 MAIN WAREHOUSE50803AAM000S"		"0"		"5f6d58364b9b85578dc8c1b2293bc58fdebf857de8f55f7edcb4120746d8e572"	"ACT"	"142619847841920"	"24/03/2026 01:39:00 PM"					
"30305BC26P60444"	"24/03/2026 01:37:26 PM"	"Credit"		"Open"	"Rs.18,882.64"	"30305-02-PSAO-0326-85041"	"24/03/2026 11:06:35 AM"	"SAGAR AUTOMOBILES"	"30305-02-PD-0620-2"					"Rs.0.36"	"Rs.18,883.00"	"Rs.18,883.00"	"Rs.0.00"					"TAX INVOICE"	"30305P34"	"30305 MAIN WAREHOUSE50803AAM000S"		"0"		"ac7887e8d5858b3cda60196244c061a1d0dc72fccb644db5ceda1b741891c12e"	"ACT"	"142619847825913"	"24/03/2026 01:38:00 PM"					
"30305BC26P60443"	"24/03/2026 01:33:57 PM"	"Credit"		"Open"	"Rs.61,583.09"	"30305-02-PSAO-0326-84583"	"21/03/2026 02:42:18 PM"	"SAGAR AUTOMOBILES"	"30305-02-PD-0620-2"					"(Rs.0.09)"	"Rs.61,583.00"	"Rs.61,583.00"	"Rs.0.00"					"TAX INVOICE"	"30305P34"	"30305 MAIN WAREHOUSE50803AAM000S"		"0"		"b150faac75363aadc4271a3fef69ee4558d9486eb6496e4c23b74b770ae95e9c"	"ACT"	"142619847791801"	"24/03/2026 01:34:00 PM"					
"30305BC26P60442"	"24/03/2026 01:20:05 PM"	"Credit"		"Closed"	"Rs.514,032.44"	"30305-02-PSAO-0326-85103"	"24/03/2026 01:01:29 PM"	"PRINCE AUTO DISTRIBUTORS"	"30305-02-PD-0223-2"					"(Rs.0.44)"	"Rs.514,032.00"	"Rs.514,032.00"	"Rs.0.00"					"TAX INVOICE"	"30305P31"	"30305 MAIN WAREHOUSE50803AAM000S"		"0"		"16df67feda44fb844cad88eb22b40ff4d0152e9392d07968f76c4cf68bcd73ae"	"ACT"	"142619847640826"	"24/03/2026 01:21:00 PM"					
"30305BC26P60441"	"24/03/2026 01:09:41 PM"	"Credit"		"Open"	"Rs.51,478.35"	"30305-02-PSAO-0326-84898"	"23/03/2026 01:02:40 PM"	"M L MOTORS"	"30305-02-SSP-0525-5"					"(Rs.0.35)"	"Rs.51,478.00"	"Rs.51,478.00"	"Rs.0.00"			"22322-02-PLPO-0326-112"	"STD"	"TAX INVOICE"	"30305P34"	"30305 MAIN WAREHOUSE50803AAM000S"		"0"		"c3ef713122c3486419c4e9cddd83b262bc4424d4296b341fc2c6a12dc0cbc77f"	"ACT"	"142619847500768"	"24/03/2026 01:10:00 PM"					
"30305BC26P60440"	"24/03/2026 01:08:17 PM"	"Credit"		"Open"	"Rs.43,907.63"	"30305-02-PSAO-0326-84631"	"21/03/2026 03:25:11 PM"	"Krisna Auto Service"	"30305-01-ARD-0415-18"	"09307705866"				"Rs.0.37"	"Rs.43,908.00"	"Rs.43,908.00"	"Rs.0.00"			"62494-03-PLPO-0326-38"	"STD"	"TAX INVOICE"	"30305P34"	"30305 MAIN WAREHOUSE50803AAM000S"		"0"		"05c42f0bdb4f40ecbb32fd12f64a07d8add63d3730df362af7e55b06479b97de"	"ACT"	"142619847484707"	"24/03/2026 01:08:00 PM"					
"30305BC26P60439"	"24/03/2026 01:07:22 PM"	"Credit"		"Open"	"Rs.57,919.02"	"30305-02-PSAO-0326-84872"	"23/03/2026 12:10:48 PM"	"SRIRAM GOMTI AUTOMOBILES"	"30305-01-SSP-0415-3"	"09954200732"				"(Rs.0.02)"	"Rs.57,919.00"	"Rs.57,919.00"	"Rs.0.00"			"22484-01-PLPO-0326-471"	"STD"	"TAX INVOICE"	"30305P34"	"30305 MAIN WAREHOUSE50803AAM000S"		"0"		"09aa15feba7fd976e4953397b6b659c4ab18ae286a43a28f0ca9b1cc6bafafbf"	"ACT"	"142619847475620"	"24/03/2026 01:07:00 PM"					
"30305BC26P60438"	"24/03/2026 01:06:00 PM"	"Credit"		"Open"	"Rs.1,643.39"	"30305-02-PSAO-0326-84592"	"21/03/2026 02:45:25 PM"	"JOY AUTO SALES"	"30305-02-SSP-0125-6"					"(Rs.0.39)"	"Rs.1,643.00"	"Rs.1,643.00"	"Rs.0.00"					"TAX INVOICE"	"30305P34"	"30305 MAIN WAREHOUSE50803AAM000S"		"0"		"92be457405934f9babaa9f87b39fd81878abb1abafcfd0e70b2e9c3126774368"	"ACT"	"142619847461104"	"24/03/2026 01:06:00 PM"					
"30305BC26P60437"	"24/03/2026 01:03:09 PM"	"Credit"		"Open"	"Rs.2,857.57"	"30305-02-PSAO-0326-84188"	"20/03/2026 01:29:48 PM"	"RAJARAM AUTO SALES"	"30305-02-SSP-1220-1"					"Rs.0.43"	"Rs.2,858.00"	"Rs.2,858.00"	"Rs.0.00"					"TAX INVOICE"	"30305P34"	"30305 MAIN WAREHOUSE50803AAM000S"		"0"		"36124b4e788732b69e5bae716a61ae4d7cef7e70c0c316116bf24d31d1456e97"	"ACT"	"142619847423177"	"24/03/2026 01:03:00 PM"					
"30305BC26P60436"	"24/03/2026 12:58:43 PM"	"Credit"		"Open"	"Rs.204.13"	"30305-02-PSAO-0326-83978"	"19/03/2026 04:13:30 PM"	"K.M.AUTO SALES"	"30305-02-ARD-0225-4"					"(Rs.0.13)"	"Rs.204.00"	"Rs.204.00"	"Rs.0.00"			"63163-03-PLPO-0326-152"	"STD"	"TAX INVOICE"	"30305P34"	"30305 MAIN WAREHOUSE50803AAM000S"		"0"		"f22950bd4ea8f1373e5a17bf5bff40f4544a67b0aa8cb5416023e21bd2131f4b"	"ACT"	"142619847364670"	"24/03/2026 12:59:00 PM"					
"30305BC26P60435"	"24/03/2026 12:57:24 PM"	"Credit"		"Open"	"Rs.141,361.93"	"30305-02-PSAO-0326-85040"	"24/03/2026 10:42:46 AM"	"BRIGHT MOTORS"	"30305-02-DLR-1124-2"					"Rs.0.07"	"Rs.141,362.00"	"Rs.141,362.00"	"Rs.0.00"			"11281-03-PLPO-0326-755"	"STD"	"TAX INVOICE"	"30305P34"	"30305 MAIN WAREHOUSE50803AAM000S"		"0"		"c7a5e4b9e6cc25cf48e2ec95fb2f4ffad45c7bb84fa78e5d516b717d6869d2f0"	"ACT"	"142619847350631"	"24/03/2026 12:57:00 PM"					
"30305BC26P60434"	"24/03/2026 12:56:02 PM"	"Credit"		"Open"	"Rs.3,392.82"	"30305-02-PSAO-0326-84254"	"20/03/2026 04:14:02 PM"	"VERMA AUTO SALES"	"30305-02-ARD-0821-3"					"Rs.0.18"	"Rs.3,393.00"	"Rs.3,393.00"	"Rs.0.00"					"TAX INVOICE"	"30305P34"	"30305 MAIN WAREHOUSE50803AAM000S"		"0"		"9666b95562a3bb23886a42812f44ef5a340a2359c65a7e8ba803e9754aed79a4"	"ACT"	"142619847331034"	"24/03/2026 12:56:00 PM"					
"30305BC26P60433"	"24/03/2026 12:53:42 PM"	"Credit"		"Open"	"Rs.7,073.76"	"30305-02-PSAO-0326-84754"	"23/03/2026 09:44:46 AM"	"RAJARAM AUTO SALES"	"30305-02-SSP-1220-1"					"Rs.0.24"	"Rs.7,074.00"	"Rs.7,074.00"	"Rs.0.00"			"22992-02-PLPO-0326-458"	"STD"	"TAX INVOICE"	"30305P34"	"30305 MAIN WAREHOUSE50803AAM000S"		"0"		"9edc708a5b6c4be0a5fed400d3fa135503fca84e448bb5fde57dd055f3abe471"	"ACT"	"142619847299516"	"24/03/2026 12:54:00 PM"					
"30305BC26P60432"	"24/03/2026 12:51:06 PM"	"Credit"		"Open"	"Rs.56,089.97"	"30305-02-PSAO-0326-84808"	"23/03/2026 10:50:09 AM"	"BALAJI AUTOMOBILES"	"30305-02-ARD-1022-6"					"Rs.0.03"	"Rs.56,090.00"	"Rs.56,090.00"	"Rs.0.00"			"67575-03-PLPO-0326-217"	"STD"	"TAX INVOICE"	"30305P34"	"30305 MAIN WAREHOUSE50803AAM000S"		"0"		"4894d09b2d023275bacc5a982ef1878ec3f96a653ab179bf0be3904da2a0c050"	"ACT"	"142619847279488"	"24/03/2026 12:52:00 PM"					
"30305BC26P60431"	"24/03/2026 12:49:10 PM"	"Credit"		"Open"	"Rs.19,110.72"	"30305-02-PSAO-0326-84565"	"21/03/2026 02:20:34 PM"	"SHRI NARAIN AUTO"	"30305-01-DLR-0415-2"	"09754001022"				"Rs.0.28"	"Rs.19,111.00"	"Rs.19,111.00"	"Rs.0.00"			"11654-03-PLPO-0326-697"	"VOR"	"TAX INVOICE"	"30305P34"	"30305 MAIN WAREHOUSE50803AAM000S"		"0"		"f9f0b6c8428d6b1f941bb5aa64e726604e3f9004e73942d54761a331368e2dd9"	"ACT"	"142619847239170"	"24/03/2026 12:49:00 PM"					
"30305BC26P60430"	"24/03/2026 12:45:57 PM"	"Credit"		"Open"	"Rs.5,460.09"	"30305-02-PSAO-0326-84703"	"21/03/2026 06:54:58 PM"	"PRASHANT KUMAR & COMPANY"	"30305-02-SSP-0415-7"	"09109205811"				"(Rs.0.09)"	"Rs.5,460.00"	"Rs.5,460.00"	"Rs.0.00"			"22342-02-PLPO-0326-542"	"VOR"	"TAX INVOICE"	"30305P34"	"30305 MAIN WAREHOUSE50803AAM000S"		"0"		"fa1c0938b9c4e7fa6a64fe3ffdb8721a97c722a6456799cbf617c731dba2e78c"	"ACT"	"142619847190321"	"24/03/2026 12:46:00 PM"					
"30305BC26P60429"	"24/03/2026 12:45:40 PM"	"Credit"		"Open"	"Rs.7,540.07"	"30305-02-PSAO-0326-84806"	"23/03/2026 10:31:17 AM"	"SHRI KASHIRAM AUTO SALES"	"30305-02-ARD-0820-1"					"(Rs.0.07)"	"Rs.7,540.00"	"Rs.7,540.00"	"Rs.0.00"					"TAX INVOICE"	"30305P34"	"30305 MAIN WAREHOUSE50803AAM000S"		"0"		"4e21ff7ca53ff33e80d8e0000f310eeb06824285fbf45b4666cc25f94b96551f"	"ACT"	"142619847185639"	"24/03/2026 12:46:00 PM"					
"30305BC26P60428"	"24/03/2026 12:44:56 PM"	"Credit"		"Open"	"Rs.3,532.31"	"30305-02-PSAO-0326-84357"	"20/03/2026 04:56:46 PM"	"INDIAN AUTO SALES"	"30305-02-ARD-0517-44"	"09207317273S"				"(Rs.0.31)"	"Rs.3,532.00"	"Rs.3,532.00"	"Rs.0.00"					"TAX INVOICE"	"30305P34"	"30305 MAIN WAREHOUSE50803AAM000S"		"0"		"10ececda41139477a88a8f86aba3d5ce5430b1b9517655cc50263d427ac5813a"	"ACT"	"142619847175988"	"24/03/2026 12:45:00 PM"					
"30305BC26P60427"	"24/03/2026 12:44:11 PM"	"Credit"		"Open"	"Rs.2,049.49"	"30305-02-PSAO-0326-84301"	"20/03/2026 04:37:20 PM"	"KIPPS AUTO SERVICE"	"30305-02-SSP-0415-5"	"09507502486"				"(Rs.0.49)"	"Rs.2,049.00"	"Rs.2,049.00"	"Rs.0.00"			"20669-02-PLPO-0326-479"	"VOR"	"TAX INVOICE"	"30305P34"	"30305 MAIN WAREHOUSE50803AAM000S"		"0"		"5613eb1a22ac611092167d6d327fbe497b6cb0466a261592404d50e18f9d4ed3"	"ACT"	"142619847168313"	"24/03/2026 12:44:00 PM"					
"30305BC26P60426"	"24/03/2026 12:43:44 PM"	"Credit"		"Open"	"Rs.4,845.18"	"30305-02-PSAO-0326-82757"	"14/03/2026 05:51:39 PM"	"S.K.AGENCIES"	"30305-02-PD-0320-2"					"(Rs.0.18)"	"Rs.4,845.00"	"Rs.4,845.00"	"Rs.0.00"			"500325-02-PLPO-0326-205"	"STD"	"TAX INVOICE"	"30305P34"	"30305 MAIN WAREHOUSE50803AAM000S"		"0"		"b6398788e1796b631413bc278ab69e015f323799d18a60e7a77977c54bae249b"	"ACT"	"142619847163497"	"24/03/2026 12:44:00 PM"					
"30305BC26P60425"	"24/03/2026 12:42:52 PM"	"Credit"		"Open"	"Rs.6,131.15"	"30305-02-PSAO-0326-84804"	"23/03/2026 10:28:35 AM"	"KHANDELWAL AUTOMOBILES"	"30305-01-DLR-0415-6"	"09407310935"				"(Rs.0.15)"	"Rs.6,131.00"	"Rs.6,131.00"	"Rs.0.00"					"TAX INVOICE"	"30305P34"	"30305 MAIN WAREHOUSE50803AAM000S"		"0"		"16d22c645f17c70bd9226c67be7e5185701ba894369ddfab55a9d1ad718dbbee"	"ACT"	"142619847154143"	"24/03/2026 12:43:00 PM"					
"30305BC26P60424"	"24/03/2026 12:42:26 PM"	"Credit"		"Open"	"Rs.2,073.43"	"30305-02-PSAO-0326-84735"	"23/03/2026 09:41:45 AM"	"SHRI HARI AUTOMOBILE"	"30305-02-SSP-0525-15"					"(Rs.0.43)"	"Rs.2,073.00"	"Rs.2,073.00"	"Rs.0.00"			"23920-02-PLPO-0326-400"	"VOR"	"TAX INVOICE"	"30305P34"	"30305 MAIN WAREHOUSE50803AAM000S"		"0"		"7e31800b7773fe4a03eb474197df6e4c3ebd5d159c1ee245ab8f72af8ff83aee"	"ACT"	"142619847148841"	"24/03/2026 12:42:00 PM"					
