Invoice #	Invoice Date	Invoice Type	Invoice Cancel Date	Status	Invoice Amount	Order #	Order Date	Account Name	Code	Account TIN#	Cash Customer Name	Contact First Name	Contact Last Name	Round Off Amount	Invoice Round Off Amount	Short Amount	Realized Amount	HMCGL Card No	Campaign	B2B Purchase Order #	B2B Order Type	Invoice Header Type	Created By	Inventory Location	Packaging & Forwarding Charges	Tax on Package & Forwarding	Type of Tax P&F	IRN#	IRN Status	Ack#	Ack Date	Credit Note# (Canc.>24h)	IRN# (Canc.>24h)	IRN Status (Canc.>24h)	Ack# (Canc.>24h)	Ack Date (Canc.>24h)
"30305BC26P60423"	"24/03/2026 12:41:39 PM"	"Credit"		"Open"	"Rs.734.87"	"30305-02-PSAO-0326-84779"	"23/03/2026 09:46:43 AM"	"ARSH ENTERPRISES"	"30305-02-ARD-1218-53"					"Rs.0.13"	"Rs.735.00"	"Rs.735.00"	"Rs.0.00"			"66114-03-PLPO-0326-541"	"STD"	"TAX INVOICE"	"30305P34"	"30305 MAIN WAREHOUSE50803AAM000S"		"0"		"56389dc61a95187c98c5184e196bfa44d4cef2c1da2580b4d7d7ce6736036784"	"ACT"	"142619847139278"	"24/03/2026 12:42:00 PM"					
"30305BC26P60422"	"24/03/2026 12:40:55 PM"	"Credit"		"Open"	"Rs.2,811.68"	"30305-02-PSAO-0326-85003"	"23/03/2026 07:02:31 PM"	"SAGAR AUTOMOBILES"	"30305-02-PD-0620-2"					"Rs.0.32"	"Rs.2,812.00"	"Rs.2,812.00"	"Rs.0.00"			"500311-02-PLPO-0326-877"	"STD"	"TAX INVOICE"	"30305P34"	"30305 MAIN WAREHOUSE50803AAM000S"		"0"		"0d98dec955e547d1c8928d59228c7c3492ca996c7cf3d3ee29f4700b2de34713"	"ACT"	"142619847129794"	"24/03/2026 12:41:00 PM"					
"30305BC26P60421"	"24/03/2026 12:39:22 PM"	"Credit"		"Open"	"Rs.26,542.60"	"30305-02-PSAO-0326-84827"	"23/03/2026 11:31:48 AM"	"SAGAR AUTOMOBILES"	"30305-02-PD-0620-2"					"Rs.0.40"	"Rs.26,543.00"	"Rs.26,543.00"	"Rs.0.00"					"TAX INVOICE"	"30305P34"	"30305 MAIN WAREHOUSE50803AAM000S"		"0"		"bec22005204eeb592be4d91eb161d05019444973638f85fb8ef5add4acf4b406"	"ACT"	"142619847110680"	"24/03/2026 12:40:00 PM"					
"30305BC26P60420"	"24/03/2026 12:36:34 PM"	"Credit"		"Open"	"Rs.33,121.04"	"30305-02-PSAO-0326-83728"	"19/03/2026 11:24:02 AM"	"SAGAR AUTOMOBILES"	"30305-02-PD-0620-2"					"(Rs.0.04)"	"Rs.33,121.00"	"Rs.33,121.00"	"Rs.0.00"					"TAX INVOICE"	"30305P34"	"30305 MAIN WAREHOUSE50803AAM000S"		"0"		"5cdae15d792d140d05ccebf5db6c3ea198d5ff1f173ac82ca61b98bff2ec64f6"	"ACT"	"142619847083535"	"24/03/2026 12:37:00 PM"					
"30305BC26P60419"	"24/03/2026 12:30:51 PM"	"Credit"		"Open"	"Rs.27,607.85"	"30305-02-PSAO-0326-85014"	"24/03/2026 09:52:14 AM"	"SAGAR AUTOMOBILES"	"30305-02-PD-0620-2"					"Rs.0.15"	"Rs.27,608.00"	"Rs.27,608.00"	"Rs.0.00"					"TAX INVOICE"	"30305P34"	"30305 MAIN WAREHOUSE50803AAM000S"		"0"		"e17bf03ecde27e50938487c7965a694135a580c895332dc6f3d4446f245710a9"	"ACT"	"142619847020633"	"24/03/2026 12:31:00 PM"					
"30305BC26P60418"	"24/03/2026 12:20:25 PM"	"Credit"		"Open"	"Rs.221,033.18"	"30305-02-PSAO-0326-84999"	"23/03/2026 06:43:14 PM"	"GOELSONS"	"30305-02-DLR-0415-2"	"09107700592"				"(Rs.0.18)"	"Rs.221,033.00"	"Rs.221,033.00"	"Rs.0.00"			"11067-03-PLPO-0326-946"	"ZACC"	"TAX INVOICE"	"30305P34"	"30305 MAIN WAREHOUSE50803AAM000S"		"0"		"4bf78759d3372f67b0ab5b0d0fa8aaac5c39c01332130cc2d66c52936af99653"	"ACT"	"142619846890992"	"24/03/2026 12:20:00 PM"					
"30305BC26P60417"	"24/03/2026 12:11:11 PM"	"Credit"		"Open"	"Rs.513.41"	"30305-02-PSAO-0326-84732"	"23/03/2026 09:41:37 AM"	"R.S.AUTOMOBILES"	"30305-02-DLR-0525-3"					"(Rs.0.41)"	"Rs.513.00"	"Rs.513.00"	"Rs.0.00"			"11066-03-PLPO-0326-956"	"VOR"	"TAX INVOICE"	"30305P34"	"30305 MAIN WAREHOUSE50803AAM000S"		"0"		"a08515ea2f3124fd723ce511c2d5d6914248037967ccb6c3a44486b6e7b49e71"	"ACT"	"142619846787801"	"24/03/2026 12:11:00 PM"					
"30305BC26P60416"	"24/03/2026 12:09:28 PM"	"Credit"		"Open"	"Rs.13,812.41"	"30305-02-PSAO-0326-84305"	"20/03/2026 04:37:37 PM"	"R.S.AUTOMOBILES"	"30305-02-DLR-0525-3"					"(Rs.0.41)"	"Rs.13,812.00"	"Rs.13,812.00"	"Rs.0.00"			"11066-03-PLPO-0326-950"	"VOR"	"TAX INVOICE"	"30305P34"	"30305 MAIN WAREHOUSE50803AAM000S"		"0"		"f16f4e7efcc318d00f5fefa558a7c0e8ac3b0b7c9afe451f31c1a4047fbdb5e6"	"ACT"	"142619846772483"	"24/03/2026 12:10:00 PM"					
"30305BC26P60415"	"24/03/2026 12:07:46 PM"	"Credit"		"Open"	"Rs.634.51"	"30305-02-PSAO-0326-84739"	"23/03/2026 09:41:57 AM"	"NEEMSAR AUTO SALES"	"30305-02-ARD-1222-23"					"Rs.0.49"	"Rs.635.00"	"Rs.635.00"	"Rs.0.00"			"67640-03-PLPO-0326-74"	"VOR"	"TAX INVOICE"	"30305P34"	"30305 MAIN WAREHOUSE50803AAM000S"		"0"		"3d06310e46ce9a16e37ae044bdb334bd779be82d2a1d92f89b671da2bd0aa6d6"	"ACT"	"142619846753813"	"24/03/2026 12:08:00 PM"					
"30305BC26P60414"	"24/03/2026 12:05:39 PM"	"Credit"		"Open"	"Rs.189.84"	"30305-02-PSAO-0326-83947"	"19/03/2026 03:18:50 PM"	"BALAJI AUTOMOBILES"	"30305-02-SSP-0222-1"					"Rs.0.16"	"Rs.190.00"	"Rs.190.00"	"Rs.0.00"			"23406-02-PLPO-0326-401"	"VOR"	"TAX INVOICE"	"30305P34"	"30305 MAIN WAREHOUSE50803AAM000S"		"0"		"e5ad1095d5a003379d306631bf6a940ed80b028417698245e6989f4ddcebe7bb"	"ACT"	"142619846731945"	"24/03/2026 12:06:00 PM"					
"30305BC26P60413"	"24/03/2026 12:03:56 PM"	"Credit"		"Open"	"Rs.182.42"	"30305-02-PSAO-0326-84690"	"21/03/2026 06:31:01 PM"	"SUMITRA SONS"	"30305-02-DLR-0415-1"	"09909207184"				"(Rs.0.42)"	"Rs.182.00"	"Rs.182.00"	"Rs.0.00"			"11245-06-PLPO-0326-130"	"VOR"	"TAX INVOICE"	"30305P34"	"30305 MAIN WAREHOUSE50803AAM000S"		"0"		"e25d0432d040a78ca160cee0f4494eaa2db1762eda0b32d0a3b072be533e79f6"	"ACT"	"142619846711482"	"24/03/2026 12:04:00 PM"					
"30305BC26P60412"	"24/03/2026 12:02:29 PM"	"Credit"		"Closed"	"Rs.5,317.68"	"30305-02-PSAO-0326-84843"	"23/03/2026 11:44:51 AM"	"S.K.AGENCIES"	"30305-02-PD-0320-2"					"Rs.0.32"	"Rs.5,318.00"	"Rs.5,318.00"	"Rs.0.00"					"TAX INVOICE"	"30305P31"	"30305 MAIN WAREHOUSE50803AAM000S"		"0"		"e0e73cfb4f7528a4414182a832226f6c21bc7c854b07872bd99d6a30806e7f3b"	"ACT"	"142619846697030"	"24/03/2026 12:03:00 PM"					
"30305BC26P60411"	"24/03/2026 12:01:42 PM"	"Credit"		"Open"	"Rs.3,520.37"	"30305-02-PSAO-0326-84728"	"23/03/2026 09:41:26 AM"	"SRI MADHAV MOTORS"	"30305-02-SSP-0825-20"					"(Rs.0.37)"	"Rs.3,520.00"	"Rs.3,520.00"	"Rs.0.00"			"22882-02-PLPO-0326-568"	"VOR"	"TAX INVOICE"	"30305P34"	"30305 MAIN WAREHOUSE50803AAM000S"		"0"		"a06143af8184bf793a3a814d5593bb1a621929af1f733662ea6ae855459d842b"	"ACT"	"142619846687103"	"24/03/2026 12:02:00 PM"					
"30305BC26P60410"	"24/03/2026 12:01:00 PM"	"Credit"		"Open"	"Rs.229.46"	"30305-02-PSAO-0326-84701"	"21/03/2026 06:54:51 PM"	"BALAJI AUTOMOBILES"	"30305-02-SSP-0222-1"					"(Rs.0.46)"	"Rs.229.00"	"Rs.229.00"	"Rs.0.00"			"23406-02-PLPO-0326-407"	"VOR"	"TAX INVOICE"	"30305P34"	"30305 MAIN WAREHOUSE50803AAM000S"		"0"		"e66b684fd89c68b016b23f30674ac4eb6b080407a25e933eb8f2ab41f2af188d"	"ACT"	"142619846677328"	"24/03/2026 12:01:00 PM"					
"30305BC26P60409"	"24/03/2026 12:00:12 PM"	"Credit"		"Open"	"Rs.7,832.32"	"30305-02-PSAO-0326-84577"	"21/03/2026 02:22:02 PM"	"AMAN AUTO SALES"	"30305-02-SSP-0525-6"					"(Rs.0.32)"	"Rs.7,832.00"	"Rs.7,832.00"	"Rs.0.00"			"22323-02-PLPO-0326-167"	"VOR"	"TAX INVOICE"	"30305P34"	"30305 MAIN WAREHOUSE50803AAM000S"		"0"		"68370ef1be04efb94f7989a2f30041f89abadb55a3da717311594a12b2d55a22"	"ACT"	"142619846663802"	"24/03/2026 12:00:00 PM"					
"30305BC26P60408"	"24/03/2026 11:59:30 AM"	"Credit"		"Open"	"Rs.5,173.67"	"30305-02-PSAO-0326-84317"	"20/03/2026 04:38:40 PM"	"MOSARAM AUTO SALES"	"30305-01-DLR-0415-1"	"09754001507"				"Rs.0.33"	"Rs.5,174.00"	"Rs.5,174.00"	"Rs.0.00"			"10730-03-PLPO-0326-1903"	"VOR"	"TAX INVOICE"	"30305P34"	"30305 MAIN WAREHOUSE50803AAM000S"		"0"		"bad8559b41103d0bbb3058a91669aadbeec06f2f1fb409b6e8b5b114949c9a09"	"ACT"	"142619846655733"	"24/03/2026 12:00:00 PM"					
"30305BC26P60407"	"24/03/2026 11:58:47 AM"	"Credit"		"Open"	"Rs.136.19"	"30305-02-PSAO-0326-84327"	"20/03/2026 04:39:27 PM"	"SIYARAM AUTO SALES"	"30305-02-SSP-0423-1"					"(Rs.0.19)"	"Rs.136.00"	"Rs.136.00"	"Rs.0.00"			"23530-02-PLPO-0326-247"	"VOR"	"TAX INVOICE"	"30305P34"	"30305 MAIN WAREHOUSE50803AAM000S"		"0"		"fc8fc1b9db8469497051d39b0a271b9c7545f3ebaefb498b52333c1740734965"	"ACT"	"142619846647734"	"24/03/2026 11:59:00 AM"					
"30305BC26P60406"	"24/03/2026 11:58:08 AM"	"Credit"		"Open"	"Rs.940.70"	"30305-02-PSAO-0326-84309"	"20/03/2026 04:37:53 PM"	"Maa Sheetla Auto Sales"	"30305-02-ARD-1222-15"					"Rs.0.30"	"Rs.941.00"	"Rs.941.00"	"Rs.0.00"			"65263-03-PLPO-0326-149"	"VOR"	"TAX INVOICE"	"30305P34"	"30305 MAIN WAREHOUSE50803AAM000S"		"0"		"83d62625ca985d83dca23e3c19edbb4fdeebd6915f7f6cf6b7c10ac4b1d578f9"	"ACT"	"142619846640290"	"24/03/2026 11:58:00 AM"					
"30305BC26P60405"	"24/03/2026 11:57:27 AM"	"Credit"		"Open"	"Rs.131.83"	"30305-02-PSAO-0326-83541"	"18/03/2026 02:25:06 PM"	"AJAY MOTORS"	"30305-02-ARD-1222-12"					"Rs.0.17"	"Rs.132.00"	"Rs.132.00"	"Rs.0.00"			"65471-03-PLPO-0326-154"	"VOR"	"TAX INVOICE"	"30305P34"	"30305 MAIN WAREHOUSE50803AAM000S"		"0"		"55241b34990a772ad99564c01c4b1c1040b537a48689c0a4e37f9edcacf679ea"	"ACT"	"142619846634110"	"24/03/2026 11:58:00 AM"					
"30305BC26P60404"	"24/03/2026 11:57:20 AM"	"Credit"		"Open"	"Rs.3,218.46"	"30305-02-PSAO-0326-84018"	"19/03/2026 05:58:02 PM"	"M/S Himanshu Automobiles"	"30305-01-ARD-0415-27"	"09807601885"				"(Rs.0.46)"	"Rs.3,218.00"	"Rs.3,218.00"	"Rs.0.00"					"TAX INVOICE"	"30305P34"	"30305 MAIN WAREHOUSE50803AAM000S"		"0"		"54b677fdc09e9779e916c9bf9c169f25fd64156c87d1eba184d5ff158c1715a1"	"ACT"	"142619846633847"	"24/03/2026 11:57:00 AM"					
"30305BC26P60403"	"24/03/2026 11:56:25 AM"	"Credit"		"Open"	"Rs.404.01"	"30305-02-PSAO-0326-84431"	"21/03/2026 09:52:19 AM"	"J P Motors"	"30305-02-ARD-0525-16"					"(Rs.0.01)"	"Rs.404.00"	"Rs.404.00"	"Rs.0.00"			"67716-03-PLPO-0326-127"	"VOR"	"TAX INVOICE"	"30305P34"	"30305 MAIN WAREHOUSE50803AAM000S"		"0"		"f2e09a4f897adb248b15f55e21fc0de3ce23e5b5107519be5f1959ed93e27439"	"ACT"	"142619846624052"	"24/03/2026 11:56:00 AM"					
"30305BC26P60402"	"24/03/2026 11:55:46 AM"	"Credit"		"Open"	"Rs.448.20"	"30305-02-PSAO-0326-84308"	"20/03/2026 04:37:49 PM"	"MASTERBAGH AUTO SALES"	"30305-02-SSP-0525-4"					"(Rs.0.20)"	"Rs.448.00"	"Rs.448.00"	"Rs.0.00"			"24301-02-PLPO-0326-275"	"VOR"	"TAX INVOICE"	"30305P34"	"30305 MAIN WAREHOUSE50803AAM000S"		"0"		"5a10a4f8b2f3aee436e368a78900c150c3488ea4802da93aa1917cd70fcf89fb"	"ACT"	"142619846617371"	"24/03/2026 11:56:00 AM"					
"30305BC26P60401"	"24/03/2026 11:54:51 AM"	"Credit"		"Open"	"Rs.11,611.04"	"30305-02-PSAO-0326-84832"	"23/03/2026 11:34:12 AM"	"R.S.AUTOMOBILES"	"30305-02-DLR-0525-3"					"(Rs.0.04)"	"Rs.11,611.00"	"Rs.11,611.00"	"Rs.0.00"					"TAX INVOICE"	"30305P34"	"30305 MAIN WAREHOUSE50803AAM000S"		"0"		"6894fcfa40bba3d4e26005989ab6388fdf527a0f11f2390a4aa9e06b29f34d96"	"ACT"	"142619846609840"	"24/03/2026 11:55:00 AM"					
"30305BC26P60400"	"24/03/2026 11:52:13 AM"	"Credit"		"Open"	"Rs.7,961.08"	"30305-02-PSAO-0326-83769"	"19/03/2026 12:09:23 PM"	"SHRI NARAIN AUTO"	"30305-01-DLR-0415-2"	"09754001022"				"(Rs.0.08)"	"Rs.7,961.00"	"Rs.7,961.00"	"Rs.0.00"					"TAX INVOICE"	"30305P34"	"30305 MAIN WAREHOUSE50803AAM000S"		"0"		"ed86df25316e4559409f12e226d9278cd9e90efb14d0dc3676d1079f8a9d30ff"	"ACT"	"142619846575686"	"24/03/2026 11:52:00 AM"					
"30305BC26P60399"	"24/03/2026 11:48:20 AM"	"Credit"		"Open"	"Rs.433.78"	"30305-02-PSAO-0326-84771"	"23/03/2026 09:46:01 AM"	"SUJEET MOTORS"	"30305-02-ARD-0525-14"					"Rs.0.22"	"Rs.434.00"	"Rs.434.00"	"Rs.0.00"			"67074-03-PLPO-0326-247"	"STD"	"TAX INVOICE"	"30305P34"	"30305 MAIN WAREHOUSE50803AAM000S"		"0"		"d543376fa9c11641d6b5b053dfe79b8fcff7198e2600b13d0c23cf7cb1462396"	"ACT"	"142619846532779"	"24/03/2026 11:48:00 AM"					
"30305BC26P60398"	"24/03/2026 11:47:31 AM"	"Credit"		"Open"	"Rs.3,185.26"	"30305-02-PSAO-0326-84753"	"23/03/2026 09:44:34 AM"	"SRI MADHAV MOTORS"	"30305-02-SSP-0825-20"					"(Rs.0.26)"	"Rs.3,185.00"	"Rs.3,185.00"	"Rs.0.00"			"22882-02-PLPO-0326-569"	"STD"	"TAX INVOICE"	"30305P34"	"30305 MAIN WAREHOUSE50803AAM000S"		"0"		"5eab4807622b851449277c0a8e081a3a322043cac9c9a7d6125c3ec2975d2822"	"ACT"	"142619846525724"	"24/03/2026 11:48:00 AM"					
"30305BC26P60397"	"24/03/2026 11:45:05 AM"	"Credit"		"Open"	"Rs.425.27"	"30305-02-PSAO-0326-84770"	"23/03/2026 09:45:57 AM"	"SHRI GANESH AUTO SALES"	"30305-02-ARD-0422-1"					"(Rs.0.27)"	"Rs.425.00"	"Rs.425.00"	"Rs.0.00"			"67256-03-PLPO-0326-143"	"STD"	"TAX INVOICE"	"30305P34"	"30305 MAIN WAREHOUSE50803AAM000S"		"0"		"5515175cb30d8677b9286f57818010c5f1a47199683fe7d516f0b5bd4349c8f4"	"ACT"	"142619846492170"	"24/03/2026 11:45:00 AM"					
"30305BC26P60396"	"24/03/2026 11:44:22 AM"	"Credit"		"Open"	"Rs.7,280.12"	"30305-02-PSAO-0326-84051"	"19/03/2026 06:20:10 PM"	"SUN MOTORS"	"30305-02-DLR-1124-3"					"(Rs.0.12)"	"Rs.7,280.00"	"Rs.7,280.00"	"Rs.0.00"			"12178-04-PLPO-0226-287"	"STD"	"TAX INVOICE"	"30305P34"	"30305 MAIN WAREHOUSE50803AAM000S"		"0"		"81658062e8f78b5d5757cd17e05460dd650fc577d702ea8addf1a3f0e898c6d3"	"ACT"	"142619846485532"	"24/03/2026 11:44:00 AM"					
"30305BC26P60395"	"24/03/2026 11:43:23 AM"	"Credit"		"Open"	"Rs.5,866.19"	"30305-02-PSAO-0326-83997"	"19/03/2026 05:43:40 PM"	"PRASHANTI AUTOMOBILES"	"30305-01-DLR-0415-5"	"09109400370"				"(Rs.0.19)"	"Rs.5,866.00"	"Rs.5,866.00"	"Rs.0.00"					"TAX INVOICE"	"30305P34"	"30305 MAIN WAREHOUSE50803AAM000S"		"0"		"a6fc74dd14970b6d30c6203d375a89cdc8b0374b620e736e7f39a66c254f3b6f"	"ACT"	"142619846476233"	"24/03/2026 11:43:00 AM"					
"30305BC26P60394"	"24/03/2026 11:41:21 AM"	"Credit"		"Open"	"Rs.684.26"	"30305-02-PSAO-0326-84757"	"23/03/2026 09:45:08 AM"	"JINDAL AUTO SALES"	"30305-02-SSP-0225-9"					"(Rs.0.26)"	"Rs.684.00"	"Rs.684.00"	"Rs.0.00"			"23764-02-PLPO-0326-347"	"STD"	"TAX INVOICE"	"30305P34"	"30305 MAIN WAREHOUSE50803AAM000S"		"0"		"84d781dc373f487485817fe51e48c8778574d133987a060a05a5053773abd79d"	"ACT"	"142619846450484"	"24/03/2026 11:41:00 AM"					
"30305BC26P60393"	"24/03/2026 11:40:18 AM"	"Credit"		"Open"	"Rs.5,006.34"	"30305-02-PSAO-0326-84489"	"21/03/2026 01:09:49 PM"	"NEEMSAR AUTO SALES"	"30305-02-ARD-1222-23"					"(Rs.0.34)"	"Rs.5,006.00"	"Rs.5,006.00"	"Rs.0.00"			"67640-03-PLPO-0326-70"	"ZOAC"	"TAX INVOICE"	"30305P34"	"30305 MAIN WAREHOUSE50803AAM000S"		"0"		"0a8f85d7abe005a10707373c0d404a2276fd345b18ae3da799cb5624baa9e095"	"ACT"	"142619846434185"	"24/03/2026 11:40:00 AM"					
"30305BC26P60392"	"24/03/2026 11:39:38 AM"	"Credit"		"Open"	"Rs.214.61"	"30305-02-PSAO-0326-84758"	"23/03/2026 09:45:10 AM"	"SHRI RADHA RANI AUTO"	"30305-02-SSP-0824-3"					"Rs.0.39"	"Rs.215.00"	"Rs.215.00"	"Rs.0.00"			"24126-02-PLPO-0326-79"	"STD"	"TAX INVOICE"	"30305P34"	"30305 MAIN WAREHOUSE50803AAM000S"		"0"		"61f9b564d4eb284590291be8e4ae689420db00eaf8d11180c17e7b21c5c26fbe"	"ACT"	"142619846424319"	"24/03/2026 11:40:00 AM"					
"30305BC26P60391"	"24/03/2026 11:39:30 AM"	"Credit"		"Open"	"Rs.4,441.54"	"30305-02-PSAO-0326-84323"	"20/03/2026 04:39:09 PM"	"SHAAN AUTO SALES"	"30305-02-ARD-0225-5"					"Rs.0.46"	"Rs.4,442.00"	"Rs.4,442.00"	"Rs.0.00"			"67099-03-PLPO-0326-207"	"VOR"	"TAX INVOICE"	"30305P34"	"30305 MAIN WAREHOUSE50803AAM000S"		"0"		"f021a89244da0a3cb9e418d95dc9dc00680af06aac810bbce44edf16c4b3b1f7"	"ACT"	"142619846423392"	"24/03/2026 11:40:00 AM"					
"30305BC26P60390"	"24/03/2026 11:38:22 AM"	"Credit"		"Open"	"Rs.2,828.06"	"30305-02-PSAO-0326-84326"	"20/03/2026 04:39:23 PM"	"ARSH ENTERPRISES"	"30305-02-ARD-1218-53"					"(Rs.0.06)"	"Rs.2,828.00"	"Rs.2,828.00"	"Rs.0.00"			"66114-03-PLPO-0326-539"	"VOR"	"TAX INVOICE"	"30305P34"	"30305 MAIN WAREHOUSE50803AAM000S"		"0"		"8e13642afb3ff12e64287abeda34b200cf6a013f966f419d8320169d3ed5437d"	"ACT"	"142619846410079"	"24/03/2026 11:38:00 AM"					
"30305BC26P60389"	"24/03/2026 11:36:54 AM"	"Credit"		"Open"	"Rs.6,384.18"	"30305-02-PSAO-0326-84304"	"20/03/2026 04:37:32 PM"	"SHRI RAM AUTO"	"30305-02-ARD-1219-5"					"(Rs.0.18)"	"Rs.6,384.00"	"Rs.6,384.00"	"Rs.0.00"			"66435-03-PLPO-0326-45"	"VOR"	"TAX INVOICE"	"30305P34"	"30305 MAIN WAREHOUSE50803AAM000S"		"0"		"1ad685bc06c95ce169f8019eddf47828249c3d260a9ab7f3ada3785e77b23c53"	"ACT"	"142619846395071"	"24/03/2026 11:37:00 AM"					
"30305BC26P60388"	"24/03/2026 11:36:05 AM"	"Credit"		"Open"	"Rs.3,629.33"	"30305-02-PSAO-0326-84372"	"20/03/2026 05:02:08 PM"	"M/S SHREE BALBHADRA AUTO SALES"	"30305-02-SSP-0225-11"					"(Rs.0.33)"	"Rs.3,629.00"	"Rs.3,629.00"	"Rs.0.00"					"TAX INVOICE"	"30305P34"	"30305 MAIN WAREHOUSE50803AAM000S"		"0"		"b150a209f15ec3f75ed3d8d00c752a695baa1fb50c1436e5ef4d6d2dafa2add4"	"ACT"	"142619846383429"	"24/03/2026 11:36:00 AM"					
"30305BC26P60387"	"24/03/2026 11:32:43 AM"	"Credit"		"Open"	"Rs.6,850.90"	"30305-02-PSAO-0326-84755"	"23/03/2026 09:44:51 AM"	"SIYARAM AUTO SALES"	"30305-02-SSP-0423-1"					"Rs.0.10"	"Rs.6,851.00"	"Rs.6,851.00"	"Rs.0.00"			"23530-02-PLPO-0326-249"	"STD"	"TAX INVOICE"	"30305P34"	"30305 MAIN WAREHOUSE50803AAM000S"		"0"		"d4760a3e2a6c7087fd3db6577b7de09234688451587be990cab09713503dd45b"	"ACT"	"142619846351129"	"24/03/2026 11:33:00 AM"					
"30305BC26P60386"	"24/03/2026 11:31:57 AM"	"Credit"		"Open"	"Rs.4,746.11"	"30305-02-PSAO-0326-84718"	"23/03/2026 09:38:50 AM"	"DARSHAN SONS"	"30305-02-DLR-0818-8"					"(Rs.0.11)"	"Rs.4,746.00"	"Rs.4,746.00"	"Rs.0.00"			"11913-03-PLPO-0326-461"	"STD"	"TAX INVOICE"	"30305P34"	"30305 MAIN WAREHOUSE50803AAM000S"		"0"		"f8231f28081c1ba29d6f352d6fef73ea6ff16a8d4e7f98a21c4923adf00a17ba"	"ACT"	"142619846340099"	"24/03/2026 11:32:00 AM"					
"30305BC26P60385"	"24/03/2026 11:29:46 AM"	"Credit"		"Open"	"Rs.3,358.59"	"30305-02-PSAO-0326-84341"	"20/03/2026 04:42:18 PM"	"SANGAM MOTORS"	"30305-02-SSP-0126-24"					"Rs.0.41"	"Rs.3,359.00"	"Rs.3,359.00"	"Rs.0.00"					"TAX INVOICE"	"30305P34"	"30305 MAIN WAREHOUSE50803AAM000S"		"0"		"d06d11e8539fa72579b6ee3cae07e49414ae40853f9190f6d201d991bac1d717"	"ACT"	"142619846315589"	"24/03/2026 11:30:00 AM"					
"30305BC26P60384"	"24/03/2026 11:17:19 AM"	"Credit"		"Open"	"Rs.626.49"	"30305-02-PSAO-0326-84330"	"20/03/2026 04:39:38 PM"	"JOY AUTO SALES"	"30305-02-SSP-0125-6"					"(Rs.0.49)"	"Rs.626.00"	"Rs.626.00"	"Rs.0.00"			"22786-02-PLPO-0326-151"	"VOR"	"TAX INVOICE"	"30305P20"	"30305 MAIN WAREHOUSE50803AAM000S"		"0"		"462315952d40e677342f3a7405f2b8bd5f5fb663e8781c5c20e4d1efa8afba11"	"ACT"	"142619846190883"	"24/03/2026 11:17:00 AM"					
"30305BC26P60383"	"24/03/2026 11:15:28 AM"	"Credit"		"Open"	"Rs.2,297.12"	"30305-02-PSAO-0326-84680"	"21/03/2026 06:12:52 PM"	"MOSARAM AUTO SALES"	"30305-01-DLR-0415-1"	"09754001507"				"(Rs.0.12)"	"Rs.2,297.00"	"Rs.2,297.00"	"Rs.0.00"			"10730-05-PLPO-0326-625"	"VOR"	"TAX INVOICE"	"30305P20"	"30305 MAIN WAREHOUSE50803AAM000S"		"0"		"976a916684e55d741516fb06abcd7117532ec26db029866fdb062d2f65079322"	"ACT"	"142619846175237"	"24/03/2026 11:16:00 AM"					
"30305BC26P60382"	"24/03/2026 11:14:36 AM"	"Credit"		"Open"	"Rs.4,222.80"	"30305-02-PSAO-0326-84314"	"20/03/2026 04:38:07 PM"	"ANSH AUTO SALES"	"30305-02-SSP-0525-2"					"Rs.0.20"	"Rs.4,223.00"	"Rs.4,223.00"	"Rs.0.00"			"24295-02-PLPO-0326-393"	"VOR"	"TAX INVOICE"	"30305P20"	"30305 MAIN WAREHOUSE50803AAM000S"		"0"		"41366c4dc4ae21570dc4c76abf475b5bc67b40468139217ee5912a77290e8d1f"	"ACT"	"142619846167502"	"24/03/2026 11:15:00 AM"					
"30305BC26P60381"	"24/03/2026 11:11:27 AM"	"Credit"		"Open"	"Rs.314.48"	"30305-02-PSAO-0326-84575"	"21/03/2026 02:21:53 PM"	"K.S.AUTOMOBILES"	"30305-01-SSP-0415-8"	"09609503695"				"(Rs.0.48)"	"Rs.314.00"	"Rs.314.00"	"Rs.0.00"			"20853-02-PLPO-0326-423"	"VOR"	"TAX INVOICE"	"30305P20"	"30305 MAIN WAREHOUSE50803AAM000S"		"0"		"e54de9c88082df9e750919a9f19f6ac574ccf4292302b6b5522979c11ecd5284"	"ACT"	"142619846135761"	"24/03/2026 11:12:00 AM"					
"30305BC26P60380"	"24/03/2026 10:33:12 AM"	"Credit"		"Open"	"Rs.1,462.80"	"30305-02-PSAO-0326-84660"	"21/03/2026 04:16:33 PM"	"KIPPS SALES (P) LTD."	"30305-01-DLR-0415-4"	"09407300149"				"Rs.0.20"	"Rs.1,463.00"	"Rs.1,463.00"	"Rs.0.00"			"10041-03-PLPO-0326-478"	"VOR"	"TAX INVOICE"	"30305P34"	"30305 MAIN WAREHOUSE50803AAM000S"		"0"		"ed37b50fd5db53c8c63bf531f19b6bf085f3fe9c135342e8b04e5c248a64870c"	"ACT"	"142619845758839"	"24/03/2026 10:33:00 AM"					
